"z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x4a","x4b","x9a","x9b","x1_1","x1_2","x5_1","x6_1","eta","y","n125","b125","n250","b250","n500"
0.5953735113143921,-0.40813329815864563,0.45014676451683044,-1.6244993209838867,0.57459557056427,0.9837056398391724,1.3936935663223267,-0.2044777274131775,0.41958728432655334,1.756510615348816,60,1,24,1,1.829647421836853,247,302,0,1,33.130001068115234,0,0,0,0,7.745966692414833,60,0.8861893334872891,5.5134287461649825,13.297727584838867,12.81324291229248,0,1,0,1,1
-1.951104998588562,-2.5279018878936768,0.10993973165750504,0.08118363469839096,-1.154618263244629,-0.1667190045118332,0.3850325345993042,-0.17482399940490723,-0.4416339099407196,-0.42846187949180603,35,1,20,2,10.33546257019043,64,97,0,1,12.75,1,0,0,0,5.916079783099615,35,0.6268072574747803,4.174387269895637,11.01485538482666,11.542486190795898,0,1,0,1,1
1.5540611743927002,1.8561627864837646,0.16337108612060547,0.36592593789100647,-0.8357815742492676,-1.9448680877685547,0.1893528699874878,-1.0531433820724487,-1.4475346803665161,0.11446615308523178,70,0,21,2,7.155876636505127,0,76,1,1,16.920000076293945,1,0,0,0,8.366600265340757,70,0.6746327668522953,0,10.458951950073242,10.151247024536133,0,1,0,1,1
0.9082047343254089,0.7211673855781555,-0.3221520483493805,-0.6760789752006531,-0.9064240455627441,-0.8739451766014099,-1.25382399559021,-2.364861488342285,0.29173263907432556,-0.11124879866838455,64,0,17,2,7.745341777801514,21,2,1,1,15.119999885559082,1,0,0,0,7.999999999999998,64,0.6640363942798176,3.091042453358316,11.440425872802734,11.445295333862305,0,1,0,1,1
1.692002534866333,1.2060935497283936,-0.003840403398498893,-0.42245423793792725,0.5607098340988159,0.9031737446784973,0.33678096532821655,1.6280102729797363,1.3926228284835815,1.6355477571487427,71,0,20,2,1.8513014316558838,226,92,0,2,31.75,1,0,1,0,8.426149773176359,71,0.8841064777385969,5.424950017481403,12.540937423706055,13.011520385742188,0,1,0,1,1
-0.46538469195365906,-0.6831681728363037,-0.4002562165260315,-1.018027424812317,0.22954556345939636,-0.59364914894104,0.4716964066028595,-1.8203749656677246,-0.26578667759895325,-0.9864612817764282,50,1,17,2,2.4719841480255127,35,108,1,1,9.079999923706055,1,0,0,0,7.071067811865475,50,0.8344318328861077,3.58351893845611,12.367024421691895,12.505281448364258,0,1,0,1,1
-0.5675501823425293,-0.06184722110629082,-0.9337167739868164,1.3441991806030273,-0.8509642481803894,-1.0266270637512207,0.07272475957870483,-0.605931282043457,0.18131396174430847,0.8744217753410339,49,1,13,3,7.277892589569092,15,66,1,1,23.75,1,1,0,0,6.999999999999999,49,0.672355360360621,2.772588722239781,11.897318840026855,11.483372688293457,0,1,0,1,1
-1.0685524940490723,-0.4841156005859375,0.020562883466482162,-0.23592053353786469,-0.720679521560669,0.08998019993305206,0.5272156596183777,0.31674546003341675,-1.1205203533172607,1.915899634361267,44,1,20,2,6.306514263153076,89,115,0,1,34.9900016784668,1,0,0,0,6.6332495807108,44,0.6918980769614419,4.499809670330265,12.083708763122559,11.908197402954102,0,1,0,1,1
0.0578925721347332,-0.3977901339530945,0.7089688777923584,0.49945610761642456,-0.7547076940536499,0.6511927247047424,0.6498404741287231,-0.6477643251419067,0.5006715655326843,0.7589075565338135,55,1,26,2,6.54437255859375,171,133,1,2,22.639999389648438,1,0,1,0,7.416198487095664,55,0.6867938491550806,5.147494476813453,12.248183250427246,12.558085441589355,0,1,0,1,1
0.1525000035762787,-0.8239258527755737,-0.749754011631012,0.5750101804733276,0.43751847743988037,-1.0100830793380737,1.0164471864700317,-0.20684018731117249,0.4973791837692261,1.534591555595398,56,1,14,2,2.0575201511383057,16,201,0,1,30.6299991607666,1,0,0,0,7.483314773547884,56,0.8656277700943111,2.833213344056216,12.353646278381348,12.539691925048828,0,1,0,1,1
