"crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","bk","lstat","y","medv","part"
0.006320000160485506,18,2.309999942779541,0,0.5379999876022339,6.574999809265137,65.19999694824219,4.090000152587891,1,296,15.300000190734863,4.76837147544984e-09,4.980000019073486,3.178053855895996,24,1
0.027310000732541084,0,7.070000171661377,0,0.4690000116825104,6.421000003814697,78.9000015258789,4.967100143432617,2,242,17.799999237060547,4.76837147544984e-09,9.140000343322754,3.072693347930908,21.600000381469727,3
0.027289999648928642,0,7.070000171661377,0,0.4690000116825104,7.184999942779541,61.099998474121094,4.967100143432617,2,242,17.799999237060547,0.003238503821194172,4.03000020980835,3.5467398166656494,34.70000076293945,3
0.03237000107765198,0,2.180000066757202,0,0.4580000042915344,6.998000144958496,45.79999923706055,6.06220006942749,3,222,18.700000762939453,0.0018041777657344937,2.940000057220459,3.5085558891296387,33.400001525878906,3
0.06904999911785126,0,2.180000066757202,0,0.4580000042915344,7.146999835968018,54.20000076293945,6.06220006942749,3,222,18.700000762939453,4.76837147544984e-09,5.329999923706055,3.5890591144561768,36.20000076293945,3
0.029850000515580177,0,2.180000066757202,0,0.4580000042915344,6.429999828338623,58.70000076293945,6.06220006942749,3,222,18.700000762939453,0.002210204489529133,5.210000038146973,3.3568971157073975,28.700000762939453,1
0.08828999847173691,12.5,7.869999885559082,0,0.5239999890327454,6.01200008392334,66.5999984741211,5.560500144958496,5,311,15.199999809265137,0.001032595639117062,12.430000305175781,3.131136894226074,22.899999618530273,3
0.14454999566078186,12.5,7.869999885559082,0,0.5239999890327454,6.171999931335449,96.0999984741211,5.950500011444092,5,311,15.199999809265137,4.76837147544984e-09,19.149999618530273,3.2995338439941406,27.100000381469727,1
0.2112399935722351,12.5,7.869999885559082,0,0.5239999890327454,5.63100004196167,100,6.082099914550781,5,311,15.199999809265137,0.00820422638207674,29.93000030517578,2.8033604621887207,16.5,3
0.17003999650478363,12.5,7.869999885559082,0,0.5239999890327454,6.004000186920166,85.9000015258789,6.592100143432617,5,311,15.199999809265137,0.008139912970364094,17.100000381469727,2.939162015914917,18.899999618530273,4
0.22488999366760254,12.5,7.869999885559082,0,0.5239999890327454,6.376999855041504,94.30000305175781,6.346700191497803,5,311,15.199999809265137,0.003485863097012043,20.450000762939453,2.70805025100708,15,1
0.11747000366449356,12.5,7.869999885559082,0,0.5239999890327454,6.008999824523926,82.9000015258789,6.2266998291015625,5,311,15.199999809265137,4.76837147544984e-09,13.270000457763672,2.939162015914917,18.899999618530273,1
0.09378000348806381,12.5,7.869999885559082,0,0.5239999890327454,5.888999938964844,39,5.450900077819824,5,311,15.199999809265137,0.0051000164821743965,15.710000038146973,3.0773122310638428,21.700000762939453,2
0.6297600269317627,0,8.140000343322754,0,0.5379999876022339,5.948999881744385,61.79999923706055,4.707499980926514,4,307,21,4.76837147544984e-09,8.260000228881836,3.0155348777770996,20.399999618530273,4
0.6379600167274475,0,8.140000343322754,0,0.5379999876022339,6.0960001945495605,84.5,4.461900234222412,4,307,21,0.01354235876351595,10.260000228881836,2.901421546936035,18.200000762939453,3
0.6273900270462036,0,8.140000343322754,0,0.5379999876022339,5.834000110626221,56.5,4.498600006103516,4,307,21,0.0010166811989620328,8.470000267028809,2.990719795227051,19.899999618530273,4
1.0539300441741943,0,8.140000343322754,0,0.5379999876022339,5.934999942779541,29.299999237060547,4.498600006103516,4,307,21,0.008027319796383381,6.579999923706055,3.1398327350616455,23.100000381469727,1
